Post_Date,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,ERR%,ERR_Level
2022-04-11,Twitter,#Fitness,Reel,Canada,4718747,76519,2851,10195,1.8980674318839301,Average
2023-05-24,TikTok,#Challenge,Live Stream,Australia,1108583,156718,15931,27325,18.038703461987062,Excellent
2022-02-01,YouTube,#Dance,Shorts,Canada,2664292,168521,48709,898,8.187090604183025,Excellent
2023-07-20,TikTok,#Challenge,Reel,Brazil,4440291,236499,38230,42230,7.138248371559432,Excellent
2023-11-19,TikTok,#Challenge,Post,Japan,3096154,157721,32538,35012,7.275833178840588,Excellent
2023-02-25,Instagram,#Tech,Live Stream,UK,1800642,446765,97999,9762,30.796016087595422,Excellent
2023-12-20,TikTok,#Viral,Shorts,Brazil,1546442,244895,62161,17635,20.99600243656083,Excellent
2022-07-24,Twitter,#Dance,Post,India,3684565,82773,32745,7069,3.3270413196673148,Average
2022-12-29,TikTok,#Gaming,Reel,Canada,2836188,36484,53999,3938,3.3291516641350993,Average
2023-11-06,Twitter,#Challenge,Video,Brazil,1927040,160622,93396,5725,13.478858767851213,Excellent
2022-02-01,Twitter,#Education,Post,Germany,2710942,161337,11653,28138,7.419118520425741,Excellent
2023-07-17,TikTok,#Fitness,Tweet,Japan,1428672,39949,70314,15133,8.777102092012722,Excellent
2022-03-12,TikTok,#Education,Post,Brazil,2400993,149169,86258,22586,10.746095469666091,Excellent
2023-04-14,YouTube,#Fashion,Shorts,USA,683404,125632,69396,42246,34.71943389269012,Excellent
2023-08-07,YouTube,#Dance,Reel,UK,1084845,236291,48695,20230,28.134526130461033,Excellent
2022-04-24,TikTok,#Fashion,Post,Germany,785441,251319,90801,45639,49.36831665268301,Excellent
2023-02-23,Instagram,#Fitness,Shorts,Japan,2088618,33474,31406,37790,4.915690662438033,High
2023-01-04,YouTube,#Fitness,Reel,Australia,1877888,358995,39781,6260,21.568698452729876,Excellent
2023-09-04,YouTube,#Viral,Reel,Brazil,2518128,77170,26752,2951,4.244144856814269,High
2022-07-01,YouTube,#Tech,Post,Brazil,2056076,481020,94615,25181,29.2214879216527,Excellent
2023-06-05,YouTube,#Tech,Tweet,Brazil,535121,205652,74668,45507,60.8884719530723,Excellent
2023-07-13,TikTok,#Fashion,Tweet,India,3881244,322762,69154,45772,11.2770029402944,Excellent
2022-05-04,YouTube,#Gaming,Post,USA,4498572,449425,54623,35583,11.995606605829582,Excellent
2022-08-27,Instagram,#Fashion,Video,Germany,3008256,49571,4667,7419,2.0495928537996764,Average
2022-10-12,YouTube,#Gaming,Reel,Brazil,1987787,41192,4687,26107,3.62141416560225,High
2023-02-14,TikTok,#Dance,Tweet,USA,4486633,27418,58555,3114,1.9856092530857774,Average
2023-01-12,TikTok,#Gaming,Live Stream,Brazil,496567,260126,47936,7127,63.473609804920585,Excellent
2023-05-01,YouTube,#Music,Tweet,UK,4731153,280741,96904,17906,8.360562425269274,Excellent
2022-09-07,Twitter,#Fashion,Reel,USA,1314532,324119,29318,7716,27.473884241692097,Excellent
2022-05-30,TikTok,#Education,Video,UK,1616973,258225,21629,6932,17.735979512335703,Excellent
2022-04-17,Instagram,#Education,Post,USA,3692899,333304,64397,41206,11.88516122428477,Excellent
2023-06-20,Twitter,#Tech,Live Stream,UK,1670435,67796,52824,30462,9.044470452307333,Excellent
2023-01-06,Twitter,#Fashion,Shorts,India,3923288,442212,71040,4338,13.19276076596977,Excellent
2023-12-02,TikTok,#Viral,Shorts,Canada,1756626,3030,44751,5046,3.007299220209652,Average
2023-03-07,Twitter,#Tech,Tweet,Japan,1262732,476695,34147,6539,40.97314394503347,Excellent
2023-09-08,Instagram,#Fashion,Tweet,Brazil,652613,68913,48724,2520,18.41167736468627,Excellent
2022-07-10,TikTok,#Fashion,Live Stream,Japan,2216863,499147,11602,4513,23.24284360377705,Excellent
2023-07-06,TikTok,#Tech,Video,India,3847940,382933,33818,35325,11.74851998731789,Excellent
2023-04-10,TikTok,#Tech,Live Stream,UK,431450,299277,88023,22378,94.95376057480588,Excellent
2023-12-24,YouTube,#Music,Reel,USA,4136937,384754,68003,30923,11.69174198205097,Excellent
2023-06-04,Twitter,#Education,Tweet,Brazil,4747512,453977,51450,12085,10.90069914515224,Excellent
2022-08-03,YouTube,#Challenge,Reel,Canada,2391980,444847,46095,44360,22.37903326950894,Excellent
2022-02-19,Twitter,#Dance,Shorts,USA,2663152,206052,32784,32820,10.200544317410348,Excellent
2023-07-26,Twitter,#Fashion,Reel,Australia,932607,202697,90673,270,31.485931373022076,Excellent
2023-08-29,Twitter,#Comedy,Reel,USA,1295631,384661,43128,25664,34.99862229292137,Excellent
2022-08-12,TikTok,#Tech,Shorts,Japan,3914990,257949,1409,41644,7.6884487572126625,Excellent
2023-06-20,Instagram,#Gaming,Live Stream,Brazil,4004484,28922,67896,39287,3.3988149284651907,Average
2023-08-13,Twitter,#Fitness,Post,India,2526693,23428,62797,28304,4.53276278518997,High
2023-06-24,Twitter,#Gaming,Reel,UK,3234591,152530,42933,15910,6.5347674559163735,Excellent
2023-02-10,Twitter,#Challenge,Shorts,Australia,1680858,306722,26650,22652,21.181087278044902,Excellent
2022-03-13,YouTube,#Dance,Live Stream,Japan,3524578,205017,50107,46380,8.554329057265862,Excellent
2022-04-19,Twitter,#Comedy,Tweet,Australia,811909,267877,99635,33755,49.42265697264102,Excellent
2023-07-30,Instagram,#Tech,Shorts,USA,2703206,265588,10903,43619,11.841864807935467,Excellent
2023-05-19,Twitter,#Fashion,Shorts,Canada,4926792,476756,74016,30462,11.797413002213204,Excellent
2022-08-04,Instagram,#Gaming,Live Stream,USA,2605580,295265,43546,18596,13.71698431827079,Excellent
2022-11-07,Instagram,#Dance,Video,Canada,675381,235103,16489,18896,40.04969047100821,Excellent
2023-05-10,YouTube,#Tech,Post,Brazil,2583578,117156,48201,44942,8.13983553041557,Excellent
2023-03-06,YouTube,#Fashion,Shorts,Canada,3986877,179971,22707,20886,5.607496795110559,High
2022-07-10,YouTube,#Fashion,Post,India,4576712,135578,31719,36180,4.4459210018021675,High
2022-09-30,Instagram,#Fitness,Shorts,India,3228575,264811,27451,24414,9.808537822413914,Excellent
2023-03-25,Instagram,#Education,Reel,Australia,3413756,181553,21480,3465,6.048997057786204,Excellent
2022-10-12,Twitter,#Fashion,Post,India,939606,232692,8846,36166,29.55536682396664,Excellent
2022-05-11,Instagram,#Dance,Post,Canada,1145849,287542,90299,42322,36.66826955384174,Excellent
2022-08-19,Twitter,#Challenge,Video,Canada,588305,355237,85558,1657,75.20792786054852,Excellent
2023-03-20,YouTube,#Fitness,Shorts,USA,3861892,47708,76578,37640,4.192918911248683,High
2022-10-01,Twitter,#Education,Post,Brazil,4427716,109062,80947,40554,5.2072671327609985,High
2022-08-26,YouTube,#Education,Video,UK,4806719,334394,46223,41057,8.772595194351906,Excellent
2023-03-18,Twitter,#Dance,Live Stream,Canada,4814733,413922,85371,14507,10.671412101148704,Excellent
2022-02-14,TikTok,#Music,Tweet,Brazil,3946834,394401,54346,6258,11.528354118769627,Excellent
2023-07-26,YouTube,#Fashion,Video,Australia,1269726,270115,42913,11512,25.559845194947574,Excellent
2023-10-24,Twitter,#Tech,Post,UK,4079564,286423,76936,10893,9.173823477214722,Excellent
2022-12-23,Instagram,#Challenge,Post,India,4431107,465657,33665,5015,11.381738242836384,Excellent
2023-11-25,YouTube,#Challenge,Live Stream,Germany,4020489,25700,44736,49114,2.9735188928510934,Average
2023-01-05,Instagram,#Education,Video,Australia,2982515,223769,87424,11556,10.821370554716406,Excellent
2022-06-23,YouTube,#Viral,Video,USA,556692,349917,96965,6379,81.42042637580566,Excellent
2023-04-08,Instagram,#Dance,Tweet,Germany,2487151,309174,3823,14068,13.150186699561065,Excellent
2023-06-01,Instagram,#Challenge,Live Stream,Germany,827453,98572,86466,22004,25.021602435425333,Excellent
2023-09-20,YouTube,#Music,Tweet,UK,724983,68237,29413,27681,17.28743984341702,Excellent
2023-02-04,Twitter,#Music,Video,UK,1468817,150762,99579,1486,17.144885986477554,Excellent
2022-11-25,YouTube,#Comedy,Shorts,UK,3186028,219247,83057,28304,10.37680773678072,Excellent
2023-11-02,TikTok,#Tech,Live Stream,Germany,4508915,87132,11145,1464,2.2120842819170465,Average
2022-03-17,Instagram,#Viral,Video,USA,4397591,416382,88301,47488,12.55621543704269,Excellent
2022-09-13,YouTube,#Education,Post,Germany,3601578,471857,28736,45781,15.170405860986492,Excellent
2022-07-05,Twitter,#Viral,Video,USA,3841456,348089,61193,14943,11.043338775714208,Excellent
2023-07-07,YouTube,#Viral,Shorts,Brazil,1034261,195633,15859,20583,22.438726781731113,Excellent
2023-09-14,Instagram,#Tech,Reel,Australia,604410,281512,29457,28963,56.241954964345396,Excellent
2023-07-14,YouTube,#Gaming,Post,USA,2028335,172803,2213,18377,9.534568993780614,Excellent
2022-03-25,Instagram,#Fashion,Video,India,4771704,282262,66844,16684,7.665814979302992,Excellent
2022-12-27,YouTube,#Dance,Video,Brazil,3411739,218368,44457,4186,7.826243449454956,Excellent
2022-04-05,TikTok,#Gaming,Reel,Brazil,4076916,432821,9865,39288,11.822024294834625,Excellent
2023-03-28,YouTube,#Education,Post,UK,2758264,432567,21030,35843,17.744494363121152,Excellent
2023-05-29,TikTok,#Fashion,Reel,Japan,3998415,388913,45669,9024,11.094546213937273,Excellent
2023-07-27,Twitter,#Comedy,Tweet,Brazil,1042784,488595,87749,45019,59.586932672538126,Excellent
2023-10-09,Instagram,#Education,Post,USA,4873492,97181,19120,23324,2.864988800638228,Average
2023-05-08,YouTube,#Tech,Post,India,975799,320442,87429,44516,46.36067468812737,Excellent
2022-01-25,Instagram,#Music,Reel,USA,1227035,90647,96551,30875,17.772353681842816,Excellent
2022-05-11,Instagram,#Challenge,Live Stream,Brazil,2940609,417021,8144,10445,14.813598135624288,Excellent
2023-08-05,Twitter,#Fashion,Live Stream,Germany,3088030,409248,48230,35140,15.952500461459248,Excellent
2022-04-15,Twitter,#Viral,Post,India,1459533,280764,84256,47050,28.233003296259827,Excellent
2022-03-23,Instagram,#Tech,Video,Australia,4501262,376672,46465,42986,10.355384778757601,Excellent
2023-06-28,YouTube,#Fashion,Tweet,UK,2946718,101693,79172,11498,6.528042384781985,Excellent
2022-01-17,Twitter,#Music,Post,UK,925089,320317,16914,36993,40.452756437488716,Excellent
2023-07-30,Twitter,#Fashion,Post,India,1912431,337274,36656,4315,19.778229907379664,Excellent
2022-07-25,Instagram,#Fitness,Shorts,India,2023201,336333,92713,45633,23.461781602519967,Excellent
2022-10-09,Twitter,#Tech,Shorts,Australia,1254731,269272,7945,4628,22.462583613539476,Excellent
2023-11-03,Twitter,#Viral,Live Stream,USA,4879682,37887,25829,5188,1.4120592284497226,Average
2023-05-26,Instagram,#Comedy,Video,UK,1316770,5074,20536,3832,2.2359257881027057,Average
2022-09-26,YouTube,#Dance,Reel,India,2650048,201072,22798,18675,9.152475728741518,Excellent
2022-06-10,YouTube,#Viral,Post,Japan,4624315,433863,96742,4475,11.571011057853973,Excellent
2022-11-03,TikTok,#Music,Reel,Australia,68419,10582,34672,9733,80.36802642540815,Excellent
2022-06-08,Instagram,#Education,Post,Brazil,4326229,246832,39479,26490,7.230338477228089,Excellent
2023-09-06,Twitter,#Education,Tweet,Canada,201981,55618,13695,20734,44.581916120823244,Excellent
2023-09-06,YouTube,#Comedy,Reel,Germany,3909577,263896,18776,34022,8.10046713493557,Excellent
2022-08-08,YouTube,#Education,Video,Australia,4708328,342492,97455,25920,9.894531561947256,Excellent
2022-10-29,Instagram,#Music,Video,Canada,236875,74979,9432,26615,46.8711345646438,Excellent
2023-06-14,Instagram,#Education,Reel,India,4566449,141902,86919,12914,5.293719474366187,High
2022-09-28,YouTube,#Fitness,Post,Germany,3893488,343733,96061,23115,11.889313643704565,Excellent
2022-12-11,TikTok,#Challenge,Live Stream,Australia,1788144,111600,71519,19673,11.340921089129287,Excellent
2022-08-31,YouTube,#Dance,Post,India,1573021,200432,97595,27975,20.724580282144995,Excellent
2022-01-31,TikTok,#Fashion,Shorts,Germany,4567357,425285,64520,30298,11.3873953798663,Excellent
2023-05-05,YouTube,#Tech,Video,Australia,283090,227556,13764,23089,93.40103853898054,Excellent
2022-08-21,Instagram,#Fitness,Live Stream,UK,2872146,421936,20418,15861,15.953750261999216,Excellent
2022-03-28,YouTube,#Tech,Tweet,Japan,1113796,223542,59380,36938,28.718005810758886,Excellent
2023-05-03,YouTube,#Comedy,Tweet,USA,4769371,268114,34565,19572,6.756677138348014,Excellent
2023-11-19,Twitter,#Dance,Shorts,Brazil,3690550,66428,21959,21008,2.9641923290566448,Average
2023-08-03,YouTube,#Viral,Reel,India,1841123,218186,94436,7059,17.363370073590957,Excellent
2022-10-20,YouTube,#Viral,Live Stream,Japan,783895,430648,37387,35805,64.27391423596272,Excellent
2022-02-03,Twitter,#Challenge,Reel,India,4139390,438609,12994,30472,11.646039633859095,Excellent
2023-11-30,Instagram,#Gaming,Live Stream,Australia,4616223,304084,26970,23126,7.672506289232562,Excellent
2023-07-22,Twitter,#Fitness,Post,UK,997408,90120,40959,39843,17.13661811415188,Excellent
2022-04-02,TikTok,#Gaming,Reel,Australia,4784006,167376,4736,32126,4.269183608883434,High
2023-02-16,TikTok,#Gaming,Reel,USA,3914797,416802,10726,45764,12.08982228197273,Excellent
2023-08-20,YouTube,#Education,Post,Canada,2438078,221150,60273,11048,11.995965674601058,Excellent
2023-05-29,TikTok,#Challenge,Reel,India,1499889,478518,92766,2125,38.230095693748005,Excellent
2023-11-07,Instagram,#Fashion,Reel,Germany,623920,217601,92282,15725,52.18745993076035,Excellent
2022-06-25,TikTok,#Dance,Live Stream,UK,1304376,422027,65465,8210,38.00299913521868,Excellent
2022-10-26,YouTube,#Challenge,Tweet,Germany,3050118,308745,51775,41998,13.196800910653291,Excellent
2022-09-28,Instagram,#Tech,Post,Brazil,384054,131704,17338,882,39.037218724450206,Excellent
2023-06-25,YouTube,#Education,Video,USA,2852085,87799,92729,24975,7.2053602890516935,Excellent
2023-09-22,TikTok,#Comedy,Reel,Canada,2786558,475485,53156,20811,19.717945939040206,Excellent
2023-07-17,Twitter,#Challenge,Shorts,Canada,1688397,281554,81408,45190,24.17393539552605,Excellent
2022-12-31,Instagram,#Fitness,Video,India,2036540,16738,9695,43757,3.4465318628654487,Average
2022-05-24,YouTube,#Comedy,Reel,USA,4868393,221429,60644,13098,6.063006827920424,Excellent
2022-06-04,Twitter,#Dance,Post,Germany,2498626,195399,20484,14090,9.203978506587221,Excellent
2022-02-06,Instagram,#Education,Post,Canada,1020700,433852,77135,31850,53.18281571470559,Excellent
2023-01-24,TikTok,#Tech,Live Stream,Brazil,3269635,169488,24750,4980,6.0929736805484405,Excellent
2022-06-03,Twitter,#Viral,Post,Brazil,4481616,321584,22363,14884,8.006732392958254,Excellent
2022-07-24,Twitter,#Education,Reel,Japan,3689048,104981,20957,19365,3.9387668580078112,High
2022-01-11,TikTok,#Gaming,Live Stream,Brazil,2798360,63857,99902,10497,6.227075858717249,Excellent
2022-10-29,Instagram,#Viral,Reel,Japan,1748866,327009,18316,21361,20.96707237718613,Excellent
2023-09-20,Twitter,#Dance,Video,India,787450,213237,54881,48926,40.26211188011937,Excellent
2023-12-30,Instagram,#Fitness,Reel,Japan,4883378,87676,14621,26540,2.638276209623748,Average
2022-07-18,TikTok,#Music,Post,Japan,1377083,404947,83594,26447,37.397019642243784,Excellent
2022-07-10,Instagram,#Music,Video,Canada,1059321,458647,29080,38590,49.68437329194833,Excellent
2022-04-01,Twitter,#Gaming,Tweet,India,1304797,347996,28393,10689,29.66576409970287,Excellent
2023-06-07,TikTok,#Dance,Live Stream,Germany,3129394,231607,32444,7906,8.69040459590579,Excellent
2023-10-22,TikTok,#Education,Shorts,USA,769677,9101,7300,10748,3.5273237994639306,High
2023-10-02,TikTok,#Dance,Video,India,1251162,39272,23630,41190,8.319626075600123,Excellent
2022-07-07,Twitter,#Music,Shorts,USA,3585274,111926,37753,10310,4.462392553539841,High
2022-09-22,YouTube,#Dance,Live Stream,Brazil,2805305,306993,7673,3899,11.355806231407993,Excellent
2022-02-15,Instagram,#Challenge,Video,Germany,478538,205376,88710,8313,63.192264773121465,Excellent
2022-08-04,YouTube,#Gaming,Reel,Australia,3697282,441786,26015,42533,13.802950383552027,Excellent
2023-08-30,Twitter,#Dance,Shorts,Japan,2051565,493845,69739,920,27.515774542848998,Excellent
2022-09-14,Instagram,#Comedy,Reel,Japan,3613144,231529,75728,6741,8.690436915882676,Excellent
2022-06-04,TikTok,#Fashion,Shorts,Germany,1605981,88443,19996,45032,9.556215173155847,Excellent
2022-03-02,TikTok,#Gaming,Live Stream,Japan,2850412,274406,31047,30406,11.782822974363004,Excellent
2022-10-03,TikTok,#Challenge,Video,Germany,1043395,134984,35106,42823,20.405790712050564,Excellent
2022-05-28,Instagram,#Fitness,Live Stream,Germany,1438981,309626,19111,19443,24.196288901660274,Excellent
2023-07-05,Instagram,#Viral,Live Stream,Brazil,478152,134611,34849,19291,39.47510415098128,Excellent
2022-05-15,Twitter,#Tech,Shorts,Japan,1953776,361649,78420,29515,24.03468974949022,Excellent
2023-02-06,YouTube,#Viral,Live Stream,Brazil,1635786,455104,37331,18693,31.246630060411324,Excellent
2022-11-27,TikTok,#Viral,Reel,Brazil,3832572,378209,5033,40043,11.044410907348903,Excellent
2022-12-25,TikTok,#Viral,Tweet,Canada,1331460,406251,21371,13908,33.16134168506752,Excellent
2023-01-10,Twitter,#Tech,Reel,Australia,3815471,51239,41476,48395,3.6983638455121266,High
2022-12-29,Twitter,#Comedy,Live Stream,UK,2335176,375163,10621,27566,17.701021250646633,Excellent
2023-10-16,Instagram,#Education,Reel,Canada,812354,499312,94311,6281,73.84760830869301,Excellent
2023-12-02,YouTube,#Challenge,Reel,Canada,1826169,241725,85264,17323,18.85433385409565,Excellent
2023-11-12,Instagram,#Music,Post,UK,2537706,119745,44035,24671,7.426037531534385,Excellent
2022-03-16,YouTube,#Fitness,Live Stream,Germany,3932748,87418,69326,40766,5.022188047645057,High
2022-06-28,YouTube,#Fitness,Post,India,4542259,260423,7198,14245,6.205414530523249,Excellent
2022-12-14,TikTok,#Tech,Tweet,Brazil,3546258,423159,10438,983,12.254607532785263,Excellent
2023-05-20,YouTube,#Music,Shorts,India,4070231,349435,15210,11363,9.238001479522907,Excellent
2023-11-17,YouTube,#Challenge,Tweet,Germany,4322144,73237,48965,16499,3.209078642451524,Average
2022-03-23,Instagram,#Education,Post,USA,2470375,91574,67902,15922,7.1000556595658555,Excellent
2022-01-10,YouTube,#Challenge,Live Stream,Brazil,2041537,129066,16337,23221,8.259659266523213,Excellent
2023-05-07,TikTok,#Tech,Shorts,India,1188268,460471,79903,19165,47.08861973898144,Excellent
2022-03-24,Instagram,#Dance,Video,Canada,2994745,447160,13987,33907,16.53075637491673,Excellent
2023-06-05,TikTok,#Comedy,Video,Australia,3568414,383162,46613,19654,12.594642886167357,Excellent
2022-08-04,Twitter,#Viral,Post,Japan,1693404,4215,40958,34938,4.730767141213792,High
2023-06-17,Twitter,#Fitness,Live Stream,Brazil,467867,160629,19177,37369,46.41810600020946,Excellent
2023-09-12,Instagram,#Tech,Post,Germany,2875293,19233,44540,47447,3.868127526481649,High
2022-12-12,TikTok,#Fitness,Tweet,Germany,2618940,346257,43800,19065,15.621663726545854,Excellent
2022-12-23,Twitter,#Dance,Tweet,UK,4768756,256086,82449,1031,7.120641106401754,Excellent
2023-10-29,Twitter,#Fashion,Tweet,USA,4410251,71562,5400,5899,1.878827304840473,Average
2023-05-21,Twitter,#Gaming,Tweet,Japan,2386028,156812,98830,38728,12.337239965331506,Excellent
2022-05-23,TikTok,#Dance,Live Stream,Brazil,3321611,491842,23554,45190,16.876931103612073,Excellent
2022-07-22,YouTube,#Fashion,Shorts,USA,3494450,476260,92683,40176,17.431040650173845,Excellent
2023-10-09,Twitter,#Gaming,Post,Brazil,3503879,339897,81012,46662,13.344382040589872,Excellent
2023-02-02,TikTok,#Music,Live Stream,Australia,4335992,62946,46878,853,2.5525185470821903,Average
2022-04-18,TikTok,#Comedy,Tweet,Japan,1159220,343953,14008,6385,31.430272079501737,Excellent
